,Word,Weight
0,fawn,0.0
1,austr…,0.0
2,vani,0.0
3,accueille,0.0
4,woods,0.0
5,spiders,0.0
6,hanging,-0.0
7,woody,0.0
8,day😍✈️,0.0
9,malta’s,0.0
10,😁😁😁🗼,0.0
11,lenck,0.0
12,25000set,0.0
13,omoomo,0.0
14,นิตยสารของ,0.0
15,please😭,0.0
16,originality,0.0
17,parischilling,0.0
18,#fourfuckingyearsagoletsallcrytogether,0.0
19,hintayin,0.0
20,#dok2inparis,0.0
21,light”,0.0
22,naturopathic,0.0
23,❤️❤️❤️❤️❤️omg,0.0
24,offduty,0.0
25,trojan,0.0
26,bratislava,0.0
27,‘immek,0.0
28,#save,0.0
29,c1820,0.0
30,carloeven,0.0
31,zuhaitz,0.0
32,taj,0.0
33,bringing,0.0
34,receiving,0.0
35,otherdown,0.0
36,wooden,0.0
37,soirées,0.0
38,wednesday,0.0
39,successfullbuttons,0.0
40,woowo,0.0
41,💗🌟💗🌟💗,0.0
42,crotch,0.0
43,stereotypical,0.0
44,zzzzzz,0.0
45,shows,0.0
46,win2k12,0.0
47,#teames,0.0
48,#fashionw…,0.0
49,coordinate,0.0
50,onethanks,0.0
51,genevaparisladubaispainmoscow,0.0
52,vicomtesse,0.0
53,parishin,-0.0
54,scrapes,0.0
55,bellevilloise,0.0
56,0055,0.0
57,271,0.0
58,272,0.0
59,275,-0.0
60,310805023,0.0
61,upcycled,0.0
62,kartell,0.0
63,#woop,0.0
64,sevigny,0.0
65,ména,0.0
66,12014,0.0
67,cooking,-0.0
68,selfcleaning,0.0
69,#wood,0.0
70,#woof,0.0
71,allyson34buy,0.0
72,year🗼😘,0.0
73,designing,0.0
74,#artsplastiques,0.0
75,#dellst13,0.0
76,hallucinating,0.0
77,succumb,0.0
78,ziplining,0.0
79,shocks,-0.0
80,#highheels,-0.0
81,niallparistwo❤,0.0
82,27l,0.0
83,brainwashed,0.0
84,affiliates,0.0
85,#africanfashion,0.0
86,naww,0.0
87,ching,0.0
88,szulman,0.0
89,china,-0.0
90,oct13,0.0
91,#newhair,0.0
92,#cannonball,0.0
93,pyaar,-0.0
94,chink,0.0
95,reggae,0.0
96,kids,-0.0
97,😫😷,0.0
98,#manet,0.0
99,climbed,0.0
100,hiltondon,0.0
101,#travelguide,-0.0
102,#alexandermcqueen,0.0
103,#portfolio,0.0
104,των,0.0
105,#powersoccer,0.0
106,kidd,0.0
107,natures,0.0
108,✔️,0.0
109,lml,0.0
110,#mplsbike,0.0
111,#moroccos,0.0
112,appropriately,0.0
113,gainsbourg,-0.0
114,#destan,0.0
115,ecran,0.0
116,9am4pm,-0.0
117,refuse,0.0
118,oohh,0.0
119,crmonodrama,0.0
120,dallias,0.0
121,p49,0.0
122,stern,-0.0
123,studded,0.0
124,pictureshistoryinpics,0.0
125,dna,0.0
126,#elearning,0.0
127,dno,0.0
128,#february,-0.0
129,#paris#eiffel#champselysees,0.0
130,dnt,0.0
131,#howaboutyou,0.0
132,music,-0.0
133,#batgang,0.0
134,h,-0.0
135,#chipampdale,0.0
136,musim,0.0
137,greyyyyy,0.0
138,😀🇫🇷,0.0
139,#greekwine,0.0
140,😍😍😍😍😍😍😍😍,0.0
141,populations,0.0
142,womenampplanet,0.0
143,diorder,0.0
144,yahoo,0.0
145,faceted,0.0
146,□□□□,0.0
147,luchford,0.0
148,unpack,0.0
149,luego,0.0
150,listenin,0.0
151,#mnda,0.0
152,lehoux,0.0
153,locked,-0.0
154,#iscout,0.0
155,phans,0.0
156,#pradeskrungthep,0.0
157,theredone,0.0
158,#ellepostcard,0.0
159,locker,-0.0
160,locket,0.0
161,#cruises#hotelbookings,0.0
162,simpel,0.0
163,#xiv,0.0
164,😔🇫🇷”,0.0
165,kimiyama,0.0
166,#jetsetter,0.0
167,wang,0.0
168,hyatt,-0.0
169,wank,0.0
170,xtra,0.0
171,titanium,0.0
172,#ohclick,0.0
173,#mrportershows,0.0
174,wanz,0.0
175,poopey,0.0
176,pinto,0.0
177,cookery,0.0
178,#twitart,-0.0
179,absolute,-0.0
180,#veolia,0.0
181,livereport,0.0
182,poverty,-0.0
183,berbagai,0.0
184,vicent,0.0
185,cddvd,0.0
186,travel,0.0
187,🏀🏀🏀🏀🏀🏀🏀🏀,0.0
188,knowtaking,0.0
189,😎see,0.0
190,#bike,-0.0
191,#cometomama,0.0
192,u21,0.0
193,#francasozzani,0.0
194,honored,-0.0
195,waitinggg,0.0
196,paris😄,0.0
197,lambo🙌😍,0.0
198,sheikhdoms,0.0
199,#houseofblues,0.0
200,#coupedefrance,0.0
201,dinerenblanc,0.0
202,modest,0.0
203,hahahahha,0.0
204,wristlet,0.0
205,pigment,0.0
206,#ncandtbs,0.0
207,opted,0.0
208,dambier,0.0
209,#thevampsparis,0.0
210,dongen,0.0
211,dessange,0.0
212,bouvero,0.0
213,#made4impulse,0.0
214,#milkyway,0.0
215,tulip,0.0
216,18th,0.0
217,bebound’s,0.0
218,#31daysofoscar,0.0
219,chandon,0.0
220,✌️💕,0.0
221,credits,0.0
222,romper,0.0
223,#tt…,0.0
224,622,0.0
225,peur,0.0
226,#promo,0.0
227,✌️💖,0.0
228,pmeeti,0.0
229,whizzing,0.0
230,romedone,0.0
231,airbags,0.0
232,rewarded,0.0
233,#carriebradshaw,0.0
234,playhouse,0.0
235,fir,0.0
236,เหมือนจะโหดนะ,0.0
237,#believetourmemories,0.0
238,fit,0.0
239,screaming,-0.0
240,fix,0.0
241,striking,0.0
242,intirio,0.0
243,#ufc,0.0
244,#363057,0.0
245,fia,0.0
246,#uff,0.0
247,🙌🇫🇷🚄,0.0
248,fie,0.0
249,wales,0.0
250,looks,-0.0
251,fin,0.0
252,#ufo,-0.0
253,vodianova,-0.0
254,date🙌,0.0
255,‘weclome,0.0
256,francines,0.0
257,#lafayette,0.0
258,foolie,0.0
259,turnbrazil,0.0
260,zac,-0.0
261,ss5london,0.0
262,bixi,0.0
263,broadband…,0.0
264,size12,0.0
265,effects,0.0
266,amp3,0.0
267,sixteen,-0.0
268,sciencepo3012014,0.0
269,#hespoilsme,0.0
270,classe,0.0
271,#holyshitwereinfrance,0.0
272,barton,0.0
273,#demonstration,0.0
274,#magiconparade,0.0
275,summerland,0.0
276,arrow,0.0
277,#kidlit,0.0
278,#tourofdubai,0.0
279,lightsescape,0.0
280,#nbla,0.0
281,burial,0.0
282,cryinnn,0.0
283,#propstoyou,0.0
284,#havas,0.0
285,dankie,-0.0
286,allah,0.0
287,allan,0.0
288,#travel#tgv#sncf#france#trains,0.0
289,😍😍💕😘😂😂😂😂,0.0
290,#sohappy,0.0
291,#parisnewjourneybegins,0.0
292,#mandelafuneral,0.0
293,allat,0.0
294,2day,-0.0
295,réjane,0.0
296,#havai,0.0
297,#13days,0.0
298,#funfact,0.0
299,👍😃❤️,0.0
300,oprah,0.0
301,sweetes,0.0
302,smirk,0.0
303,‘donny,0.0
304,syd,0.0
305,janewoolrich,0.0
306,mason,0.0
307,32224,0.0
308,walde,0.0
309,encourage,0.0
310,noice,0.0
311,#cotonsofinstagram,0.0
312,njals,0.0
313,frenchie,0.0
314,cementery,0.0
315,#onholidays,0.0
316,abbott,0.0
317,murcielago,0.0
318,#out,0.0
319,henris,0.0
320,hf,0.0
321,#tibetanfood,0.0
322,pi’,0.0
323,#mentionacutecouple,0.0
324,#mutualite,-0.0
325,beaugrenelle,0.0
326,pumpkins,0.0
327,pyrohex,0.0
328,#lebourg,0.0
329,aliveparis,0.0
330,#oui,0.0
331,#codghosts,0.0
332,berwick,0.0
333,#underoursky,0.0
334,silent,0.0
335,snsd’s,-0.0
336,accts,0.0
337,chiara,0.0
338,#judoparis2014,0.0
339,e40,0.0
340,suporter,0.0
341,commented,0.0
342,disturbed,-0.0
343,selfy,0.0
344,14th1999,0.0
345,lol…,0.0
346,juergen,0.0
347,loook,0.0
348,#simpsons,0.0
349,time😂😂,0.0
350,#klaroline,0.0
351,#veniceart,0.0
352,#robertbuckley,-0.0
353,kfc,0.0
354,#eyeful,0.0
355,parfait,-0.0
356,remember😱,0.0
357,olds,0.0
358,loveparis,0.0
359,#bonhams,0.0
360,service,0.0
361,payless,0.0
362,reuben,-0.0
363,‘100’,0.0
364,needed,-0.0
365,jackson”,0.0
366,mastes,0.0
367,✈️🇫🇷😚,0.0
368,#beneteau,0.0
369,hiya,0.0
370,mousseline,0.0
371,genesis,-0.0
372,#dita,0.0
373,zapata,0.0
374,#lestweforget,0.0
375,berlioz,0.0
376,rewards,0.0
377,#theparisoperahouse,-0.0
378,juventud,0.0
379,#thalyslove,0.0
380,mahaguj,0.0
381,organically,0.0
382,madison,0.0
383,earcuff,0.0
384,ampi,0.0
385,#neobento,0.0
386,ohmygoodness,0.0
387,sphaera,0.0
388,whores,0.0
389,worriesi,0.0
390,positively,-0.0
391,#fran,0.0
392,😂,-0.0
393,ahmed,0.0
394,partouuut,0.0
395,✨👏,0.0
396,miniatures,0.0
397,#liverpoolwashere,0.0
398,#iamgoldretweet,0.0
399,#beertime,0.0
400,♡♡♡♡♡,0.0
401,aliconfuse,0.0
402,dtn,0.0
403,#londontoparis#charityride#🚴👍,0.0
404,comparising,0.0
405,#stream,0.0
406,#cantwait2cthem,0.0
407,😱😘😚,0.0
408,loud”,0.0
409,dozer,0.0
410,32014,0.0
411,😩i,0.0
412,turnthefuckup,0.0
413,#ests2013,0.0
414,🗼🇫🇷❤,0.0
415,😭😂,0.0
416,😭😍,0.0
417,thaw,0.0
418,#christ,0.0
419,inchron,0.0
420,affairs,0.0
421,✈🗼🇫🇷,0.0
422,sitin,0.0
423,#shabby,0.0
424,#loverofallthingsfashion,0.0
425,aust…,0.0
426,feck,0.0
427,pastinya,0.0
428,😭😭,0.0
429,coulisses,0.0
430,😭😩,0.0
431,😊👉,0.0
432,karsavina,0.0
433,salvatore,0.0
434,jammed,0.0
435,dethrones,0.0
436,😪🐶,0.0
437,#asotdisney,0.0
438,cinematic,-0.0
439,#shiteeee,0.0
440,💘💗💖,0.0
441,mouth,-0.0
442,#dinagyang,0.0
443,feb14th,0.0
444,bradford,0.0
445,555035304,0.0
446,singer,-0.0
447,singes,0.0
448,#saprf13,0.0
449,maje,0.0
450,longtime,0.0
451,lovecat,0.0
452,maja,0.0
453,agadir,0.0
454,lwkm,0.0
455,كفاني,0.0
456,scream,0.0
457,saying,0.0
458,merchroadie,0.0
459,saagg,0.0
460,#yunjae,0.0
461,frenchyou,0.0
462,💋💞,0.0
463,2014rick,0.0
464,62k,0.0
465,lubed,0.0
466,preview’,0.0
467,agang,0.0
468,#coque,0.0
469,#byebye,0.0
470,orleans,0.0
471,clicked,0.0
472,dreux,0.0
473,#fireplace,0.0
474,‘tvice,0.0
475,rico,0.0
476,#adf2013,0.0
477,rick,0.0
478,rich,-0.0
479,i’d,-0.0
480,rice,-0.0
481,rica,0.0
482,plate,0.0
483,helmcken,0.0
484,#5sleeps,0.0
485,platt,0.0
486,#egypt,0.0
487,#depechemode,-0.0
488,#wool,0.0
489,rugged,-0.0
490,waaaaaah,0.0
491,#wooo,0.0
492,lt3lt3”,0.0
493,😩😩😩😂😂,0.0
494,#teamdrizzy,0.0
495,jaguar,0.0
496,onight,0.0
497,#h2020,0.0
498,nicely,0.0
499,#steal,0.0
500,rescues,0.0
501,shape,0.0
502,patch,0.0
503,#collaboration,0.0
504,hayyy,0.0
505,#euromaidan,0.0
506,idea♥,0.0
507,#westmoreland,0.0
508,rightchea,0.0
509,boarded,-0.0
510,starlights,-0.0
511,#imisshersomuch,0.0
512,o…,-0.0
513,naples,0.0
514,#teamalgerieboss,0.0
515,pey,0.0
516,paleeeease,0.0
517,emmmmpssshhh,0.0
518,seriouslyi,0.0
519,#feelon,0.0
520,saythe,0.0
521,erika,-0.0
522,#tekkers,0.0
523,georeferencing,0.0
524,#motherssuprise😍,0.0
525,already🇫🇷😢,0.0
526,#hizm,0.0
527,irp,0.0
528,incldaily,0.0
529,😐😩😑😩😩😩😩,0.0
530,pirelli👑,0.0
531,#cosplaygirl,0.0
532,#thepier,0.0
533,irl,0.0
534,🚄,-0.0
535,ira,0.0
536,yesterday👍☺,0.0
537,ire,0.0
538,letting,0.0
539,18541926,0.0
540,extend,0.0
541,nature,-0.0
542,🎁👌,0.0
543,#sokolsky,0.0
544,infiniteone,0.0
545,lapping,0.0
546,cdub,0.0
547,#coats,0.0
548,mhampjh,0.0
549,carrière,0.0
550,crêperie,0.0
551,#fiaawards,0.0
552,tyranny,0.0
553,#bbl,0.0
554,shippingonline,0.0
555,413m2,0.0
