,F1,Twitter,F3,F4,F2
Boston,0.20295050427651093,0.0030424260580140506,0.09184291689155595,0.19603211496588469,0.2830314393850649
Bournemouth,0.1831184246727478,0.0006090097646604935,0.1632901575470582,-0.03424450012133862,0.46716128064048695
Brasilia,0.12343443288314478,0.16504478281350946,0.11861999471653822,0.1261671769905163,0.022983034425225785
Bratislava,0.5778488459641871,0.6755735128555336,-0.13077144111733463,0.2268382468966965,0.20640244477790057
Brazil,0.45136205931168966,-0.00010997200515934,0.15229437850722438,0.0845651250154995,-0.07949571870754986
Bremen,0.7268610540448543,0.030272810739151085,0.2249207165689047,-0.11773457473589795,0.02326173102677129
Brest,0.34700566129100685,0.08368268051437143,-0.08779015529871603,-0.026345856657511654,0.2539349115197292
Brisbane,0.401165014833638,-0.0016637235923115598,-0.08388564649962231,-0.005577393803108054,0.024085420203434686
Bristol,0.6787376267748666,0.010920701382438567,0.06951852717223737,0.11757168367730303,-0.12529244736839176
Brno,0.3259517607902533,-0.46524333767518605,0.11775749314455815,-0.041863412264935125,0.3357643100238783
Brussels,0.6427812927670419,-0.3921582370041502,-0.06252350757779813,0.09240206797133305,0.19740724050522473
Bucharest,0.23151060040318586,0.09637675387554069,0.11593778510716188,0.16736574074945404,-0.023690150868956504
Budapest,0.733664887280353,-0.02198975425930553,-0.09584091294487512,0.048392356451641035,0.1531265838507819
Buffalo,0.27966307827288295,-0.0006808510331383945,0.09113709178769422,0.2080576849054407,0.056365320619653436
Bulgaria,0.5284710685794213,-0.008603813258981087,0.3109565620977548,-0.10299381110729156,-0.20079673416645835
Busan,0.37646696710543043,-0.00010787777139531343,0.1207797105226013,0.051871064804221996,-0.16759681610684596
Cagliari,0.37013791232382676,0.44932592756847817,0.09864711017427555,0.19083377035305943,0.1256477091873823
Cairns,0.10806059985216354,-0.03135664048241963,0.22114740246078982,-0.02175260877071553,0.07013574799507986
Cairo,0.21710138009906735,0.001135394123979485,0.006576185157148525,0.0643504833602872,0.06674942233539152
Calgary,0.08114378754054345,0.010389350487068336,0.18516815522775584,0.163342313393926,0.07469691991522648
Cali,0.25456262638689936,-0.0036989954949028766,0.10859867792986007,0.014483853927883235,-0.08574886943160846
Cambodia,-0.05295562369962282,-0.03226599545442249,0.23763962086350257,0.12123731754068885,0.2166380932949336
Cameroon,0.08819082675945734,-0.022403316022857486,-0.0005561638836295595,-0.06203160896265454,0.20175090198369036
Canada,0.1944773777025831,-0.006674535223960689,0.18917725053034862,0.3910244873950917,0.04022845610598509
Cancun,0.37783972013568506,0.11493320112353,0.1780686926293285,0.14098787255358838,-0.026676038155185103
Caracas,0.40688367284240023,-0.015619686270718879,-0.002367150690422838,0.3030277034622988,0.11599390440363999
Cardiff,0.47966774271417223,0.00016844454986637294,0.16489048299119508,0.14076091681677255,-0.10345615131495747
Casablanca,0.17759038806498892,-0.040081385033443204,0.18099263981577768,0.09548550410044951,0.31071078231449384
Catania,0.5269419628592257,-0.07398233970447984,0.09680210447138471,-0.10300219754075714,0.02063791507422924
Cebu,0.14020538851520284,-0.00010173314291734573,0.17377382268824407,0.1822288041540895,-0.0440388252539374
Charlotte,0.33081189680495204,-0.01407598818887361,0.008877851855016773,0.11131262645449796,0.18938782723234973
Chelyabinsk,-0.051179133916920784,0.7881555033127469,0.3268404968375427,-0.12296497605737719,-0.05317707575503488
Chengdu,0.03880472254092919,-0.03651259093795633,0.12983829415524503,0.07560125821278875,0.06293270399125823
Chennai,0.04286346436484332,-0.13235842209764412,-0.056020743164855134,0.22053152841320284,-0.0042364871595227315
Chicago,0.4054182648244974,0.010021439766915824,0.07696812787689682,0.15964076818643053,0.24792847631797926
Chile,0.37423522175571233,-0.014632085205289486,0.12176882363773395,0.04656059153100429,0.18256718793628537
China,0.27843105003277513,0.004508999751828654,0.16425519502231023,0.19281261263125768,0.1417716939743048
Christchurch,0.24322587447311614,0.0003154593969948149,0.0,0.012634663175582816,-0.01668447949852977
Cleveland,0.4070658779342697,0.005397162616036741,0.04233393805878323,0.11003924271086578,0.1578780207028124
Cologne,0.2637723825303298,0.006563400064440749,0.2798334061892105,0.20525984825835428,-0.0428463633512924
Colombia,0.44009900486097747,-0.0005689596500658913,-0.03762235044873725,0.21656890102262452,-0.06042550863540931
Colombo,0.22582201771142438,0.29306438921661443,0.16809173897123067,-0.05867965707572047,0.07080091499042312
Columbus,0.2820053702237393,0.00295613618320518,-0.05841360698453621,-0.06708889661417629,0.36281048781266123
Constantine,0.17132491053978335,-0.003094001899366786,0.1667190545612246,0.030320121821094892,0.15993609675638523
Copenhagen,0.5905174672152994,-0.025188661560373984,0.18647979722257801,0.03782732432788495,-0.14024968671754195
Corfu,0.8353630457102286,0.2102144935203626,-0.051076272159325975,0.09111546773473789,-0.3039191504754731
Cork,0.6270481065967686,-0.022783567711080845,-0.1259077317014781,0.09012017944410107,0.2126205360122321
Crete,0.6930520271331264,0.9640008015757563,0.06420773631167713,0.002693433139247077,-0.14988986276640132
Croatia,0.8009891886960083,-0.005344191540609496,0.1805905573930448,-0.0056180140146655086,-0.470355924268469
Cuba,0.2400762557071225,0.06474811533558986,0.4031511817840882,0.005377773946766078,0.0661287756289284
Curacao,0.1850288609420852,-0.013762016300663317,0.006540238957671755,0.08649158209370822,0.3333438406224005
Curitiba,-0.04091520202935356,-0.06712403552530859,0.11007533055908003,-0.026206160872499076,0.10538799459875324
Cyprus,0.9694673352493295,0.2987777316189221,0.12528535709467586,-0.06394959069544458,-0.31007971865929207
Dakar,0.17841098056268745,0.057830372733075765,0.19871748741774103,-0.03807152293157433,0.07537471122557568
Dallas,0.4211439469255322,0.001104064353275493,-0.07184619669804976,0.2140379708786298,0.14775373703556685
Delhi,0.40434933766650644,0.0038090716650408737,0.013276983035224496,0.043656693916456504,-0.1436079118673672
Denmark,0.6062778539642195,0.00473133180045362,0.22085964631749466,-0.0016036929837662383,-0.11669370126641739
Denver,0.6156668508825816,-0.002359636065618712,-0.13246156089654576,0.1606517167384638,0.11593114549640915
Derry,0.02598266502878851,0.004674581767178521,-0.0376736417006442,0.118192603917081,-0.07365573630091764
Detroit,0.19668086453264108,-0.001699181883429668,0.22685377296949039,0.09722373903667732,0.12159201671962022
Dhaka,-0.09097178453603795,-0.08313850532385025,0.15846259418286712,0.04307141906289192,-0.07985264138766135
Doha,0.1648085395533444,0.029188327617989795,0.2984468063868684,-0.018191790481909602,0.11869989375053992
Doncaster,0.11336641100842433,-0.0042958671685177415,0.16133123626510937,-0.029802203950696875,0.16293834422950415
Donetsk,0.13153892707478743,-0.002921415728956687,0.37988123727858614,-0.1160426157516378,0.07349023803859192
Dortmund,0.3556216161515826,0.006857619766712484,0.2054765471627997,0.08623958855413588,-0.019227137956236068
Dresden,0.3513949360978159,0.022471646095916162,0.04135884533287693,0.32225484476726357,-0.057971523123190684
Dubai,0.13751420589187704,-0.006121052668459586,0.42826801325941993,0.03212416465171889,0.1930851489447508
Dublin,0.7129655052612075,-0.0682925451114023,-0.15642241389221545,0.0799128961457302,0.235437413911296
Dubrovnik,0.9679979084117001,0.6306862176890745,0.11095059383442332,-0.05521949203613933,-0.6103585047700958
Durban,0.10878577451968525,0.023453657990142235,-0.001797235646632974,0.004145189737682421,0.25310529291782413
Durham,0.3175388937857671,-0.02036420821669497,0.12794290921334073,-0.03405219075907113,0.1876814542392537
Dusseldorf,0.6511351422900519,1.5316481569295173,0.025287816975080805,0.1831583345662692,-0.06318343924555064
Ecuador,0.23452702629814864,0.0031810514347159024,0.15496281759136982,-0.04230727939182034,0.21133439553985872
Edinburgh,0.5492149362188417,0.1357936613773232,0.09925231395231021,0.26341246836704757,-0.1838648884445778
Edmonton,0.2567052104477018,0.018588819547286674,0.09931455538286926,0.18265988816177012,-0.02513832776071062
Egypt,0.8387610406492968,0.008056714357776605,0.16067620026388252,0.06423387879308037,-0.32423140302242015
Eindhoven,0.7211134852828821,-0.026755008904909,-0.023145992151281804,0.09804408861024114,0.09434163260683406
Erbil,0.0017052318832617088,0.03266304704584893,0.2207394271154324,0.19491884255452302,0.0828743948087449
Estonia,0.29382117032464244,0.005000423035886797,0.03815080020408416,0.28061206541189726,0.11917724761062734
Ethiopia,0.1924102162986398,-0.04560153608780822,0.27142941835503137,0.03948172148153907,-0.024015444509119677
Exeter,0.5945627096223075,0.002177879190485209,0.2846473104834811,-0.03703154259244585,-0.04682326668514305
Faro,0.975398889787117,2.5199302089208415,-0.012248004352120579,-0.0613148550900991,-0.19488607422351087
Fes,0.5736137761497451,0.17716650643976714,-0.18378656930577228,0.253436533454588,0.2286191977061175
Fiji,0.25574090110281283,-0.004650294471532946,0.051910338938835225,0.04980588630578238,0.25435199290966226
Finland,0.3336980206627918,-0.011304252442054213,0.1912123777680841,0.12760328011260016,0.04185015213507107
Florence,0.2777718978127305,0.02061485505099462,0.08144641479402581,0.16029391811644397,0.08380600783337627
France,0.5707681048122805,-0.12048189097860228,0.15593241596038265,0.09039090371933552,-0.020754693395359142
Frankfurt,0.4304936032605221,-0.3166189990182823,0.06299526534381512,0.1731897378673159,0.1637965150029849
Fukuoka,0.056264808895384,-0.0020352579956405704,0.0005224775980409591,-0.02066629520684296,0.15992750900774413
Gambia,0.24500876413595712,-0.044621009993858866,-0.01647826454428712,0.143508832149831,0.04129771499293892
Gdansk,0.412389749733301,0.30028910924247304,0.06112382149588006,-0.030751314899371246,0.37882409974778325
Geneva,0.5876212078950459,0.19593887148577657,0.3741566482051898,0.33555792676515095,-0.4177419769390592
Genoa,0.35892472912109424,-0.176290675207091,0.12008478117901569,0.12042523752666004,-0.03453935180077158
George,0.08929205382426954,0.0007925900677313993,-0.045141554415988536,-0.056077386005010735,0.16248447972571267
Georgia,0.03254931049968327,-0.0002054442889580826,0.3025081753904662,0.20352377651480077,0.08490233349634167
Germany,0.4691754440797486,-0.04442398030266292,0.2541346071821733,0.1742384772953026,-0.18726505102635282
Ghana,0.09352864005802558,-0.0007868973775146911,0.06198272468895443,0.16347381934562175,0.08707645035054824
Gibraltar,0.40221286187805066,0.016489593645161876,0.1197419894387338,0.2160800440665429,-0.20809680366210617
Glasgow,0.7533569918690526,-0.003931303382791478,0.19934136902431715,0.18026435651742065,-0.407774184743377
Goa,0.20487974459226255,-0.047405682813062795,-0.05236197043219456,0.029101709075588338,0.18047813398296567
Gothenburg,0.22161576086347481,-0.20756364023804144,0.14569237946309865,0.11633871780746517,0.2599347591325186
Granada,0.27247286606692517,0.02563054242018741,0.3209758209587125,-0.003142737992462408,-0.07859003379632941
Graz,0.3411989285331225,-0.1904366937020616,0.22616882022102397,-0.073983717246409,0.006351181272045099
Greece,0.7241070089554195,0.011682033305336697,-0.19214674754691494,0.16587997191710638,-0.1119521087825624
Grenoble,0.3916601960558401,0.012615535095794328,0.10283496894095337,0.17838746224358076,-0.20759561072062332
Guadalajara,0.25104052732674276,0.04584530437762797,0.23824046091216006,0.16026269436932902,0.11340260794309151
Guadeloupe,0.28870541923728005,0.3565986331231628,-0.06404570546959024,-0.11049595004061809,-0.03273011979902738
Guam,0.3876560147757343,-0.0034763778152462716,-0.03899309690163705,0.006960781197568603,0.06295568025116627
Guangzhou,0.34702755072996455,-0.0023103513208671683,0.26473339047453975,0.14659570321780538,-0.09263428985094439
Guatemala,0.023993750130015954,-0.0008607322115429885,0.17480004751477576,0.015692734516813977,0.005610074560940023
Guayaquil,0.1385973507891436,-0.038076183875280875,0.2820229011599332,-0.07326086985787934,0.2352612274799863
Guernsey,0.4996533847112889,-0.05667291827390338,0.0032513693832751586,0.08821163820955293,0.12342793421510155
Haiti,0.3489993159451837,-0.0010880948964299099,0.1252607656393842,-0.18042939571653524,0.08539519702228543
Halifax,0.17709867955347736,-0.007145201992692159,0.15444180923817832,0.009314149215617662,0.12137690638812121
Hamburg,0.4585374523692248,0.8885098224719892,0.37307734921596036,-0.10358295793441673,-0.04229628716081148
Hangzhou,0.20773884997584344,0.01092437550663112,-0.011361022279124763,0.03243408719532634,0.023159856564116715
Hannover,0.2528351500058266,0.04243556755370396,0.2926986377036816,0.12868015344785366,-0.006525811864128473
Hanoi,0.21484413264461422,-0.07874624095745457,0.09487566084411506,-0.02997725841749921,0.1918376248279998
Harare,0.12435667835436308,0.07556756363053337,0.13269580757558083,-0.03395195695400556,-0.025005286425616235
Hartford,0.4057576196647896,-0.06785438162436067,0.036103599749387844,-0.02102078581252625,-0.01415596967883531
Havana,0.15824238174723218,0.056101144412373044,0.41067081879024225,0.11737665888223996,0.10600912111792572
Helsinki,0.2572315951518721,0.002310689634199775,0.2202872323475609,0.19234962802974614,-0.023403263865553164
Honduras,0.16027962195838635,0.0009954773486827977,0.010244233126114187,0.03227449052691959,0.19065487260529454
Honolulu,0.32610352357658556,0.1148151407446818,0.2735887332559682,-0.07988174512404268,-0.03260828360439438
Houston,0.4201783547682402,0.004482025133432184,0.08871663786183645,0.2644084531300943,0.10647247250208448
Hungary,0.730656062834802,0.02238253667525704,-0.0975604895598972,0.05208617054395457,0.1553497280623223
Hyderabad,0.10222843149031934,-0.016507977481687898,0.26632145510078753,0.18723234094259292,-0.005978133900048991
Ibiza,1.1254075478130627,0.027228466980635,0.39939602369655175,-0.30383172389839025,-0.3911293493654102
Iceland,0.36167717148036627,0.051593032305337586,-0.07168532050892559,0.17662248287247165,-0.06651344162460736
India,0.13413459392082455,0.11611340702949915,-0.1228665520349369,0.04629536521464742,0.24046453513772015
Indianapolis,0.18364916493176225,-0.0011786056903013806,0.2407122594191769,0.13893479558157493,0.08038455166046818
Indonesia,0.32536013341641823,0.014666744962030454,0.21702618239889543,0.03372025118084417,0.006868003423174222
Innsbruck,0.49912073667878454,0.5993118163596414,0.2638224677176448,0.2859088868197747,0.1360134401793436
Inverness,0.4367659753574875,-0.04121637057105692,0.1584987875115878,0.11304078696695008,-0.08028270759183664
Iran,0.41387585638224306,0.000824946046112184,0.2293191272750384,-0.01698021186716714,0.044278776408616445
Iraq,0.012268331938458008,0.02425497351535279,0.13573611017676232,0.21401534540846234,0.10044607487675636
Ireland,0.7235701314853813,-0.019713429483149143,-0.1411601115742796,0.06665545137690446,0.22297216000547676
Islamabad,0.3034939801917422,0.08425146830652623,-0.14301644616321582,-0.02246060357186371,0.19106307323175814
Israel,0.09253097386135833,-0.0071151872391306,0.3465711848938622,0.10617284675639245,0.07796067253861107
Istanbul,0.40427256772902526,-0.03269020437384962,-0.018025091124121713,0.07182067817684044,0.27105599402353686
Italy,0.5987503490252143,-0.00832291524966553,0.10425304697444708,0.13262182978362014,-0.012469732377600958
Izmir,0.3573664715893423,0.4112603965880968,0.08840503490394049,-0.14041198430165142,0.4185209148253787
Jacksonville,0.20708962659227254,-0.00693631253299061,0.06224986218339651,0.1153563380546299,0.20939015579755652
Jakarta,0.20314652860680754,-0.013634081092765713,0.3217669290339212,-0.007174487035501791,0.13687109422376434
Jamaica,0.45402536655290854,-0.003889606346479159,-0.008722203035146219,0.014034560046705872,0.20826556345455227
Japan,-0.040900202715413,-0.0011417030420466253,0.20352998006480977,0.3337234280715814,-0.02289110744821854
Jeddah,0.2583341544715759,0.057903660639595796,0.29874045764765705,-0.30499510634360144,0.23602840815624243
Jeju,0.133981539084592,0.07387081402796618,0.10286947491917538,0.22684515648218917,0.02725114826846672
Jerez,0.2578672070966462,-0.003090862216384924,0.11411580347114308,0.1565376496721686,0.21453482587389477
Jersey,0.6903421505211689,0.0019827085212416828,0.14533433151159442,-0.060122196221155014,-0.07768508065056248
Johannesburg,0.1931498165921691,0.01767254098118733,0.05905376417630365,0.17200221109081038,0.02604473778528773
Jordan,0.10416190367213005,-0.0003179141398784457,0.14063148885660676,0.05047933998209533,0.03538889649601311
Kabul,-0.013480535603175877,-0.055992358903781396,0.1593133769004707,0.1961789257934558,-0.06201319042117271
Karachi,0.14954173370197396,0.009065566284013794,0.028272376304989695,-0.07376397690878932,0.03435846493194125
Kathmandu,0.18577683165912232,0.07404873406203434,-0.025098210848771785,0.05773443023563561,0.09525510082840022
Kazakhstan,0.13737162664379554,-0.020233098224632495,0.24740535635238,0.10144694466274853,-0.022661342881091076
Kazan,0.061123606704955,-0.02039252206226534,0.35296849308052464,0.0021466842531720747,0.024249490535829393
Kefalonia,0.5985012200321582,0.1515816811393352,-0.002074795587072575,-0.054523173818184896,0.018227185437612786
Kenya,0.38788376189955315,-0.011931937789105266,0.21052868280867082,-0.010043791746924829,0.0515085269561094
Kerry,0.21248660870823766,-0.003446919664303678,0.32682546302188353,-0.03679800724010034,0.2571734357287332
Kharkov,0.3765566053133042,0.016155257210799648,0.1297216879393155,-0.017554092513201204,0.19851602428553192
Khartoum,0.12814036330330697,0.04030341580252279,-0.03970375262601082,-0.07758777522888714,0.24276997314351373
Kiev,0.04318966721192218,-0.002021975548232047,0.45999817629991885,0.0873311001115136,0.02702284633085224
Kilimanjaro,0.32003909721575713,-0.00392321567102278,-0.1741849895987006,0.17574759393604233,-0.0424744694505831
Kingston,0.343847125577322,0.005384606968548697,-0.013300997097896632,-0.10821277535721337,0.15163304450054343
Knock,0.40602427837904204,0.0001650865560782433,0.13017836500779573,0.10182834380092096,0.14529359746659715
Kochi,0.4212001516398025,0.03610665551891154,-0.07864688663341118,0.01844690493583732,-0.016041673695653524
Kolkata,-0.019652451175288493,-0.01193816077128886,0.06288042994612485,0.2336015287483245,0.07123809569869005
Kona,0.06308372963534682,0.03183255376042452,-0.09766344988143,-0.07319936405600183,0.004582082474223227
Kos,0.6939446944861496,0.06064618213797637,0.037729934171469276,-0.13693717337350245,0.024647496691836912
Krabi,0.5492987678920467,-0.15343402442884224,0.09151624921201726,-0.1522363961416615,0.17044265020707386
Krakow,0.6132845811850934,1.0486808367963885,-0.014949594361941635,0.030835384058494595,0.21405898173306778
Krasnodar,-0.025209076276532526,-0.06035786004769774,0.4355579183500387,-0.14351918045989218,-0.01581483045153541
Krasnoyarsk,-0.07566543091869667,-0.02555529388174432,0.5376353023094439,-0.0429060937917928,0.035094709194917695
Kuwait,0.12603823007842332,0.005126006952096713,0.1587439125949717,0.17213170671698522,0.053197135319327515
Kyrgyzstan,-0.08110060403611077,-0.8407568893039895,0.11890972225937045,-0.20256822591032278,-0.19279219338641143
Lagos,0.07407257410686428,-0.026820676201279845,0.1413766814000668,-0.030610184709081098,0.07543919576068717
Lahore,0.3830352653702711,0.02904217744225212,0.0851602097188812,-0.25765378860524857,-0.053747290529442375
Lanzarote,0.7878389251740198,-2.2669335897756167,-0.18048412905492228,-0.1046334884261498,0.019462788002522075
Latvia,0.468034432203151,-0.2015555705595456,0.14974227260767134,0.14480683381036283,0.020569253276606216
Lebanon,0.48974975353126377,-0.004381160354352001,-0.03008580883566244,-0.09455638630697197,0.29143704211207366
Leeds,0.5748813049269843,0.00579623005243614,0.08895047125348746,0.027438700773267186,0.14832022297563388
Leipzig,0.2746697142646049,-0.03015084265312428,0.16148224999675198,0.15420495792414116,0.11556185853040936
Liberia,0.2170223249335227,-0.03991217461302889,-0.06704450577940828,0.059021080825800126,-0.04350785573041826
Lille,0.3875107208036741,-0.09621893212490706,-0.08126238176578933,0.12908117107858186,0.23137255073793572
Lima,0.2802959669897178,-0.0038602246091425795,0.139287071551926,0.07806487558402857,0.020864854213419003
Limoges,0.4509909316786413,-0.012034739995243567,0.3688767567015322,-0.044201118475324375,-0.052969692933494385
Lisbon,0.2566954704796552,0.25069674991522095,0.5092614461482976,-0.16894821633206117,-0.04319669819543564
Lithuania,0.5354075189248073,-0.016409477971685644,-0.03357302737614787,0.19801120754076895,0.1945076795214608
Liverpool,0.7741471620290266,0.002270963271362998,0.11392747869331434,0.05383456908313796,-0.13342989256562773
Ljubljana,0.14151422638273944,-0.028194193471857875,0.025025056811771595,0.0782011647088684,0.12475601296137843
London,0.8063998546994902,-0.04447273010301395,0.2768455320459087,0.03798119369130968,-0.37101295659808525
Lourdes,0.2711215959116501,-0.007199437148243838,0.10025039830968506,0.05512906473624101,0.07434912272647072
Lusaka,0.27463733495386866,0.0631044807752421,0.027047825144950906,0.0011518432885046174,0.05437470995339373
Luxembourg,0.3049459549537665,-0.03832490825997984,0.07737697660196699,0.20698038248044145,-0.047291413222736195
Lviv,0.5229584570202188,-0.1941960085790196,0.15805559391650642,0.10269669995175594,-0.08115487453766775
Lyon,0.5484836048522524,0.023464920076009047,0.03733772640224789,0.2408699398496722,-0.15730493688885697
Maastricht,0.08492186318361321,0.05059969824495294,0.048101950305341236,0.014699796957684152,-0.08661999934081573
Madagascar,0.15627188911042422,-0.08551057038082091,0.11111398186556588,0.041837805525158825,0.0528143599751575
Madeira,0.5788357274091719,-0.02326090176056922,0.24780701109735587,-0.2711694981312262,-0.27085432992822783
Madrid,0.5083809805633211,0.008972069394498555,0.09412069128855871,0.08387194598061264,0.15045325539279142
Makhachkala,0.3117811205941137,0.17034112823908004,0.1910875149356192,0.21162982838590014,0.15180087966068964
Malaga,0.8505030917712778,-0.14812315345932378,0.11259058740326887,-0.08751702580529211,-0.11685562742988587
